run_id,round,date,hour,datetime,year,month,day,day_of_week,season,load_mw,market_price,truthful_market_price,price_increase,total_generation_mw,total_consumer_payment,truthful_total_consumer_payment,consumer_payment_increase,total_production_cost,total_generator_profit,marginal_gen_id,marginal_firm_id,marginal_technology_group,backstop_dispatch_mw,backstop_dispatched,treatment,seed,run_tag
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,11,2020-07-01,11,2020-07-01 10:00:00,2020,7,1,Wednesday,summer,5800.2,34.002290784,30.91117344,3.091117344000004,5800.2,197220.0870053568,179290.988186688,17929.098818668834,149723.648361528,47496.43864382882,318_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,12,2020-07-01,12,2020-07-01 11:00:00,2020,7,1,Wednesday,summer,6075.1,55.319999624999994,40.20162924,15.118370384999992,6075.1,336074.5297218375,244228.91779592403,91845.61192591346,160397.67110319002,175676.85861864744,218_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,13,2020-07-01,13,2020-07-01 12:00:00,2020,7,1,Wednesday,summer,6323.1,66.38399955,44.2559997,22.12799985,6323.1,419752.667554605,279835.11170307,139917.555851535,170704.18790289003,249048.47965171497,218_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,14,2020-07-01,14,2020-07-01 13:00:00,2020,7,1,Wednesday,summer,6498.5,93.79084416,46.89542208,46.89542208,6498.5,609499.8007737601,304749.90038688004,304749.90038688004,178642.21183853998,430857.5889352201,322_CT_6,Firm_CT,Gas_CT,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,15,2020-07-01,15,2020-07-01 14:00:00,2020,7,1,Wednesday,summer,6639.0,98.929749,49.4648745,49.4648745,6639.0,656794.603611,328397.3018055,328397.3018055,185480.25552552,471314.34808548,123_CT_4,Firm_CT,Gas_CT,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,16,2020-07-01,16,2020-07-01 15:00:00,2020,7,1,Wednesday,summer,6627.7,98.929749,49.4648745,49.4648745,6627.7,655676.6974473,327838.34872365,327838.34872365,184921.30244367,470755.39500363,123_CT_4,Firm_CT,Gas_CT,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,17,2020-07-01,17,2020-07-01 16:00:00,2020,7,1,Wednesday,summer,6450.2,70.34313312,46.89542208,23.44771104,6450.2,453727.277250624,302484.851500416,151242.42575020803,176377.162952076,277350.114298548,322_CT_5,Firm_CT,Gas_CT,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,18,2020-07-01,18,2020-07-01 17:00:00,2020,7,1,Wednesday,summer,6199.0,55.319999624999994,44.2559997,11.063999924999996,6199.0,342928.67767537496,274342.9421403,68585.73553507496,165212.01834012,177716.65933525495,218_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,19,2020-07-01,19,2020-07-01 18:00:00,2020,7,1,Wednesday,summer,5907.7,34.002290784,30.91117344,3.091117344000004,5907.7,200875.3332646368,182613.939331488,18261.393933148793,153046.599506328,47828.73375830882,318_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,20,2020-07-01,20,2020-07-01 19:00:00,2020,7,1,Wednesday,summer,5817.1,30.91117344,30.91117344,0.0,5817.1,179813.38701782402,179813.38701782402,0.0,150246.04719266403,29567.339825159997,318_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,21,2020-07-01,21,2020-07-01 20:00:00,2020,7,1,Wednesday,summer,5565.3,30.91117344,30.91117344,0.0,5565.3,172029.953545632,172029.953545632,0.0,142462.61372047203,29567.339825159997,318_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,22,2020-07-01,22,2020-07-01 21:00:00,2020,7,1,Wednesday,summer,5086.3,30.41360928,30.41360928,0.0,5086.3,154692.740880864,154692.740880864,0.0,127738.569151824,26954.171729039997,213_CC_3,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,23,2020-07-01,23,2020-07-01 22:00:00,2020,7,1,Wednesday,summer,4604.7,28.691570820000003,28.691570820000003,0.0,4604.7,132116.076154854,132116.076154854,0.0,113508.624841434,18607.45131342002,323_CC_2,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,24,2020-07-01,24,2020-07-01 23:00:00,2020,7,1,Wednesday,summer,4223.2,28.691570820000003,28.691570820000003,0.0,4223.2,121170.241887024,121170.241887024,0.0,102562.790573604,18607.45131342002,323_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,25,2020-07-02,1,2020-07-02 00:00:00,2020,7,2,Thursday,summer,3961.3,28.20955554,28.20955554,0.0,3961.3,111746.512360602,111746.512360602,0.0,95133.158260542,16613.35410006001,118_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,26,2020-07-02,2,2020-07-02 01:00:00,2020,7,2,Thursday,summer,3768.7,28.092938940000003,28.092938940000003,0.0,3768.7,105873.858983178,105873.858983178,1.4551915228366852e-11,89701.54886431799,16172.310118860016,321_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,27,2020-07-02,3,2020-07-02 02:00:00,2020,7,2,Thursday,summer,3647.2,28.092938940000003,28.092938940000003,0.0,3647.2,102460.566901968,102460.566901968,0.0,86288.25678310798,16172.310118860016,321_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,28,2020-07-02,4,2020-07-02 03:00:00,2020,7,2,Thursday,summer,3634.5,28.092938940000003,28.092938940000003,0.0,3634.5,102103.78657743002,102103.78657743002,0.0,85931.47645856999,16172.310118860016,321_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,29,2020-07-02,5,2020-07-02 04:00:00,2020,7,2,Thursday,summer,3664.1,28.092938940000003,28.092938940000003,0.0,3664.1,102935.337570054,102935.337570054,0.0,86763.02745119398,16172.310118860016,321_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,30,2020-07-02,6,2020-07-02 05:00:00,2020,7,2,Thursday,summer,3836.1,28.20955554,28.20955554,0.0,3836.1,108214.676006994,108214.676006994,-1.4551915228366852e-11,91601.321906934,16613.35410006001,118_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,31,2020-07-02,7,2020-07-02 06:00:00,2020,7,2,Thursday,summer,4220.6,28.691570820000003,28.691570820000003,0.0,4220.6,121095.64380289202,121095.64380289202,0.0,102488.192489472,18607.45131342002,323_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,32,2020-07-02,8,2020-07-02 07:00:00,2020,7,2,Thursday,summer,4663.6,28.691570820000003,28.691570820000003,0.0,4663.6,133806.00967615205,133806.00967615205,-2.9103830456733704e-11,115198.558362732,18607.45131342002,323_CC_2,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,33,2020-07-02,9,2020-07-02 08:00:00,2020,7,2,Thursday,summer,5096.4,30.41360928,30.41360928,0.0,5096.4,154999.918334592,154999.918334592,0.0,128045.746605552,26954.171729039997,213_CC_3,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,34,2020-07-02,10,2020-07-02 09:00:00,2020,7,2,Thursday,summer,5483.1,30.84120348,30.84120348,0.0,5483.1,169105.40280118803,169105.40280118803,0.0,139926.886043748,29178.51675744002,313_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,35,2020-07-02,11,2020-07-02 10:00:00,2020,7,2,Thursday,summer,5843.5,34.002290784,30.91117344,3.091117344000004,5843.5,198692.38619630405,180629.44199664,18062.944199664023,151062.10217148002,47630.284024824025,318_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,36,2020-07-02,12,2020-07-02 11:00:00,2020,7,2,Thursday,summer,6154.4,55.319999624999994,44.2559997,11.063999924999996,6154.4,340461.40569209994,272369.12455367995,68092.28113841999,163907.17187939998,176554.23381269997,218_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,37,2020-07-02,13,2020-07-02 12:00:00,2020,7,2,Thursday,summer,6449.9,70.34313312,46.89542208,23.44771104,6449.9,453706.174310688,302470.782873792,151235.391436896,176363.094325452,277343.07998523605,322_CT_5,Firm_CT,Gas_CT,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,38,2020-07-02,14,2020-07-02 13:00:00,2020,7,2,Thursday,summer,6689.1,98.929749,49.4648745,49.4648745,6689.1,661750.9840359001,330875.49201795005,330875.49201795005,187958.44573797,473792.53829793,123_CT_5,Firm_CT,Gas_CT,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,39,2020-07-02,15,2020-07-02 14:00:00,2020,7,2,Thursday,summer,6854.6,101.7674196,50.8837098,50.8837098,6854.6,697574.95439016,348787.47719508,348787.47719508,196337.6263842,501237.32800596,301_CT_3,Firm_CT,Gas_CT,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,40,2020-07-02,16,2020-07-02 15:00:00,2020,7,2,Thursday,summer,6888.7,101.7674196,50.8837098,50.8837098,6888.7,701045.2233985199,350522.61169925996,350522.61169925996,198072.76088837997,502972.46251014,301_CT_4,Firm_CT,Gas_CT,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,41,2020-07-02,17,2020-07-02 16:00:00,2020,7,2,Thursday,summer,6769.5,76.09816233000001,50.73210822,25.366054110000007,6769.5,515146.50989293505,343431.00659529003,171715.50329764502,192014.62375526995,323131.8861376651,207_CT_2,Firm_CT,Gas_CT,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,42,2020-07-02,18,2020-07-02 17:00:00,2020,7,2,Thursday,summer,6428.7,60.30244386,44.2559997,16.046444160000007,6428.7,387666.3208427821,284508.54527138994,103157.77557139208,175391.000893728,212275.31994905404,315_CT_8,Firm_CT,Gas_CT,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,43,2020-07-02,19,2020-07-02 18:00:00,2020,7,2,Thursday,summer,6138.8,48.68159967,44.2559997,4.42559997,6138.8,298846.604054196,271678.73095836,27167.873095835967,163216.77828408,135629.825770116,218_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,44,2020-07-02,20,2020-07-02 19:00:00,2020,7,2,Thursday,summer,6017.1,48.68159967,40.20162924,8.479970429999995,6017.1,292922.053374357,241897.22330000403,51024.83007435297,157830.82312059,135091.230253767,218_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,45,2020-07-02,21,2020-07-02 20:00:00,2020,7,2,Thursday,summer,5741.7,30.91117344,30.91117344,0.0,5741.7,177482.68454044798,177482.68454044798,0.0,147915.344715288,29567.339825159997,318_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,46,2020-07-02,22,2020-07-02 21:00:00,2020,7,2,Thursday,summer,5309.6,30.84120348,30.84120348,0.0,5309.6,163754.453997408,163754.453997408,0.0,134575.937239968,29178.51675744002,313_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,47,2020-07-02,23,2020-07-02 22:00:00,2020,7,2,Thursday,summer,4755.8,28.691570820000003,28.691570820000003,0.0,4755.8,136451.372505756,136451.372505756,0.0,117843.921192336,18607.45131342002,323_CC_2,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,48,2020-07-02,24,2020-07-02 23:00:00,2020,7,2,Thursday,summer,4360.3,28.691570820000003,28.691570820000003,0.0,4360.3,125103.856246446,125103.856246446,1.4551915228366852e-11,106496.404933026,18607.45131342002,323_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,49,2020-07-03,1,2020-07-03 00:00:00,2020,7,3,Friday,summer,4090.7,28.20955554,28.20955554,0.0,4090.7,115396.828847478,115396.828847478,0.0,98783.474747418,16613.35410006001,118_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,50,2020-07-03,2,2020-07-03 01:00:00,2020,7,3,Friday,summer,3899.4,28.20955554,28.20955554,0.0,3899.4,110000.340872676,110000.340872676,1.4551915228366852e-11,93386.986772616,16613.35410006001,118_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,51,2020-07-03,3,2020-07-03 02:00:00,2020,7,3,Friday,summer,3765.2,28.092938940000003,28.092938940000003,0.0,3765.2,105775.533696888,105775.533696888,1.4551915228366852e-11,89603.22357802799,16172.310118860016,321_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,52,2020-07-03,4,2020-07-03 03:00:00,2020,7,3,Friday,summer,3739.6,28.092938940000003,28.092938940000003,0.0,3739.6,105056.354460024,105056.354460024,1.4551915228366852e-11,88884.04434116399,16172.310118860016,321_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,53,2020-07-03,5,2020-07-03 04:00:00,2020,7,3,Friday,summer,3745.5,28.092938940000003,28.092938940000003,0.0,3745.5,105222.10279977,105222.10279977,1.4551915228366852e-11,89049.79268090999,16172.310118860016,321_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,54,2020-07-03,6,2020-07-03 05:00:00,2020,7,3,Friday,summer,3914.5,28.20955554,28.20955554,0.0,3914.5,110426.30516133,110426.30516133,0.0,93812.95106127,16613.35410006001,118_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,55,2020-07-03,7,2020-07-03 06:00:00,2020,7,3,Friday,summer,4297.2,31.560727902000007,28.691570820000003,2.8691570820000045,4297.2,135622.7599404744,123293.418127704,12329.341812770406,104685.96681428398,30936.79312619044,323_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,56,2020-07-03,8,2020-07-03 07:00:00,2020,7,3,Friday,summer,4711.1,31.560727902000007,28.691570820000003,2.8691570820000045,4711.1,148685.74521911226,135168.85929010203,13516.885929010226,116561.407976682,32124.337242430243,323_CC_2,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,57,2020-07-03,9,2020-07-03 08:00:00,2020,7,3,Friday,summer,5166.9,38.0170116,30.41360928,7.603402319999997,5166.9,196430.09723603996,157144.077788832,39286.019447207975,130189.90605979196,66240.19117624799,213_CC_3,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,58,2020-07-03,10,2020-07-03 09:00:00,2020,7,3,Friday,summer,5564.7,38.6389668,30.91117344,7.72779336,5564.7,215014.25855196,172011.40684156798,43002.85171039202,142444.06701640802,72570.191535552,318_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,59,2020-07-03,11,2020-07-03 10:00:00,2020,7,3,Friday,summer,5933.7,60.30244386,40.20162924,20.10081462,5933.7,357816.611132082,238544.407421388,119272.203710694,154051.89290662797,203764.718225454,315_CT_6,Firm_CT,Gas_CT,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,60,2020-07-03,12,2020-07-03 11:00:00,2020,7,3,Friday,summer,6244.9,66.38399955,44.2559997,22.12799985,6244.9,414561.438789795,276374.29252653,138187.146263265,167243.36872635,247318.07006344496,218_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,61,2020-07-03,13,2020-07-03 12:00:00,2020,7,3,Friday,summer,6505.9,93.79084416,46.89542208,46.89542208,6505.9,610193.853020544,305096.926510272,305096.926510272,178989.237961932,431204.6150586121,322_CT_6,Firm_CT,Gas_CT,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,62,2020-07-03,14,2020-07-03 13:00:00,2020,7,3,Friday,summer,6715.2,101.46421644,50.73210822,50.73210822,6715.2,681352.506237888,340676.253118944,340676.253118944,189259.870278924,492092.635958964,207_CT_1,Firm_CT,Gas_CT,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,63,2020-07-03,15,2020-07-03 14:00:00,2020,7,3,Friday,summer,6859.0,101.7674196,50.8837098,50.8837098,6859.0,698022.7310364,349011.3655182,349011.3655182,196561.51470731996,501461.21632908,301_CT_3,Firm_CT,Gas_CT,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,64,2020-07-03,16,2020-07-03 15:00:00,2020,7,3,Friday,summer,6895.7,101.7674196,50.8837098,50.8837098,6895.7,701757.59533572,350878.79766786,350878.79766786,198428.94685698,503328.6484787399,301_CT_4,Firm_CT,Gas_CT,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,65,2020-07-03,17,2020-07-03 16:00:00,2020,7,3,Friday,summer,6783.6,76.09816233000001,50.73210822,25.366054110000007,6783.6,516219.4939817881,344146.329321192,172073.1646605961,192729.946481172,323489.5475006161,207_CT_2,Firm_CT,Gas_CT,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,66,2020-07-03,18,2020-07-03 17:00:00,2020,7,3,Friday,summer,6494.3,70.34313312,46.89542208,23.44771104,6494.3,456829.40942121606,304552.93961414404,152276.46980707202,178445.25106580398,278384.158355412,322_CT_6,Firm_CT,Gas_CT,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,67,2020-07-03,19,2020-07-03 18:00:00,2020,7,3,Friday,summer,6183.4,55.319999624999994,44.2559997,11.063999924999996,6183.4,342065.6856812249,273652.54854497995,68413.13713624497,164521.62474479998,177544.06093642494,218_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
revised_v2_hourly_summer_high_daily_schedule_tarj_compliance_openai_gpt-4.1_temp0p2_seed1,68,2020-07-03,20,2020-07-03 19:00:00,2020,7,3,Friday,summer,5998.3,48.68159967,40.20162924,8.479970429999995,5998.3,292006.839300561,241141.43267029204,50865.40663026896,156998.81032623,135008.028974331,218_CC_1,Firm_CC,Gas_CC,0.0,False,tarj_compliance,1,revised_v2
