stress_case,round,datetime,year,month,day,day_of_week,season,date,hour,firm_id,technology_group_or_portfolio,firm_dispatch_mw,firm_revenue,firm_production_cost,firm_profit
high,12,2020-07-01 11:00:00,2020,7,1,Wednesday,summer,2020-07-01,12,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,13,2020-07-01 12:00:00,2020,7,1,Wednesday,summer,2020-07-01,13,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,13,2020-07-01 12:00:00,2020,7,1,Wednesday,summer,2020-07-01,13,Firm_CC,Gas_CC,3441.1000000000004,152289.32056767002,103438.62682767001,48850.693739999995
high,13,2020-07-01 12:00:00,2020,7,1,Wednesday,summer,2020-07-01,13,Firm_CT,Gas_CT,165.0,7302.239950499999,6633.2688246,668.9711258999996
high,13,2020-07-01 12:00:00,2020,7,1,Wednesday,summer,2020-07-01,13,Firm_Coal,Coal,2317.0,102541.15130489999,57390.892250619996,45150.259054279995
high,13,2020-07-01 12:00:00,2020,7,1,Wednesday,summer,2020-07-01,13,Firm_Nuclear,Nuclear,400.0,17702.399879999997,3241.4,14460.999879999998
high,13,2020-07-01 12:00:00,2020,7,1,Wednesday,summer,2020-07-01,13,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,14,2020-07-01 13:00:00,2020,7,1,Wednesday,summer,2020-07-01,14,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,14,2020-07-01 13:00:00,2020,7,1,Wednesday,summer,2020-07-01,14,Firm_CC,Gas_CC,3550.0,166478.74838400004,108258.105195,58220.643189000024
high,14,2020-07-01 13:00:00,2020,7,1,Wednesday,summer,2020-07-01,14,Firm_CT,Gas_CT,231.5,10856.29021152,9751.81439292,1104.4758186000004
high,14,2020-07-01 13:00:00,2020,7,1,Wednesday,summer,2020-07-01,14,Firm_Coal,Coal,2317.0,108656.69295936,57390.892250619996,51265.800708740004
high,14,2020-07-01 13:00:00,2020,7,1,Wednesday,summer,2020-07-01,14,Firm_Nuclear,Nuclear,400.0,18758.168832000003,3241.4,15516.768832000003
high,14,2020-07-01 13:00:00,2020,7,1,Wednesday,summer,2020-07-01,14,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,15,2020-07-01 14:00:00,2020,7,1,Wednesday,summer,2020-07-01,15,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,15,2020-07-01 14:00:00,2020,7,1,Wednesday,summer,2020-07-01,15,Firm_CC,Gas_CC,3550.0,175600.304475,108258.105195,67342.19928000002
high,15,2020-07-01 14:00:00,2020,7,1,Wednesday,summer,2020-07-01,15,Firm_CT,Gas_CT,372.0,18400.933314,16589.8580799,1811.0752341000002
high,15,2020-07-01 14:00:00,2020,7,1,Wednesday,summer,2020-07-01,15,Firm_Coal,Coal,2317.0,114610.1142165,57390.892250619996,57219.22196588
high,15,2020-07-01 14:00:00,2020,7,1,Wednesday,summer,2020-07-01,15,Firm_Nuclear,Nuclear,400.0,19785.9498,3241.4,16544.549799999997
high,15,2020-07-01 14:00:00,2020,7,1,Wednesday,summer,2020-07-01,15,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,16,2020-07-01 15:00:00,2020,7,1,Wednesday,summer,2020-07-01,16,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,16,2020-07-01 15:00:00,2020,7,1,Wednesday,summer,2020-07-01,16,Firm_CC,Gas_CC,3550.0,175600.304475,108258.105195,67342.19928000002
high,16,2020-07-01 15:00:00,2020,7,1,Wednesday,summer,2020-07-01,16,Firm_CT,Gas_CT,360.6999999999998,17841.980232149992,16030.904998049991,1811.0752341000002
high,16,2020-07-01 15:00:00,2020,7,1,Wednesday,summer,2020-07-01,16,Firm_Coal,Coal,2317.0,114610.1142165,57390.892250619996,57219.22196588
high,16,2020-07-01 15:00:00,2020,7,1,Wednesday,summer,2020-07-01,16,Firm_Nuclear,Nuclear,400.0,19785.9498,3241.4,16544.549799999997
high,16,2020-07-01 15:00:00,2020,7,1,Wednesday,summer,2020-07-01,16,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,17,2020-07-01 16:00:00,2020,7,1,Wednesday,summer,2020-07-01,17,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,17,2020-07-01 16:00:00,2020,7,1,Wednesday,summer,2020-07-01,17,Firm_CC,Gas_CC,3550.0,166478.74838400004,108258.105195,58220.643189000024
high,17,2020-07-01 16:00:00,2020,7,1,Wednesday,summer,2020-07-01,17,Firm_CT,Gas_CT,183.19999999999982,8591.241325055991,7486.765506455991,1104.4758186000004
high,17,2020-07-01 16:00:00,2020,7,1,Wednesday,summer,2020-07-01,17,Firm_Coal,Coal,2317.0,108656.69295936,57390.892250619996,51265.800708740004
high,17,2020-07-01 16:00:00,2020,7,1,Wednesday,summer,2020-07-01,17,Firm_Nuclear,Nuclear,400.0,18758.168832000003,3241.4,15516.768832000003
high,17,2020-07-01 16:00:00,2020,7,1,Wednesday,summer,2020-07-01,17,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,18,2020-07-01 17:00:00,2020,7,1,Wednesday,summer,2020-07-01,18,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,18,2020-07-01 17:00:00,2020,7,1,Wednesday,summer,2020-07-01,18,Firm_CC,Gas_CC,3317.0,146797.1510049,97946.4572649,48850.693739999995
high,18,2020-07-01 17:00:00,2020,7,1,Wednesday,summer,2020-07-01,18,Firm_CT,Gas_CT,165.0,7302.239950499999,6633.2688246,668.9711258999996
high,18,2020-07-01 17:00:00,2020,7,1,Wednesday,summer,2020-07-01,18,Firm_Coal,Coal,2317.0,102541.15130489999,57390.892250619996,45150.259054279995
high,18,2020-07-01 17:00:00,2020,7,1,Wednesday,summer,2020-07-01,18,Firm_Nuclear,Nuclear,400.0,17702.399879999997,3241.4,14460.999879999998
high,18,2020-07-01 17:00:00,2020,7,1,Wednesday,summer,2020-07-01,18,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,19,2020-07-01 18:00:00,2020,7,1,Wednesday,summer,2020-07-01,19,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,19,2020-07-01 18:00:00,2020,7,1,Wednesday,summer,2020-07-01,19,Firm_CC,Gas_CC,3190.7,98628.28109500799,92414.307255708,6213.973839299986
high,19,2020-07-01 18:00:00,2020,7,1,Wednesday,summer,2020-07-01,19,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,19,2020-07-01 18:00:00,2020,7,1,Wednesday,summer,2020-07-01,19,Firm_Coal,Coal,2317.0,71621.18886048,57390.892250619996,14230.296609860003
high,19,2020-07-01 18:00:00,2020,7,1,Wednesday,summer,2020-07-01,19,Firm_Nuclear,Nuclear,400.0,12364.469376,3241.4,9123.069376
high,19,2020-07-01 18:00:00,2020,7,1,Wednesday,summer,2020-07-01,19,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,20,2020-07-01 19:00:00,2020,7,1,Wednesday,summer,2020-07-01,20,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,20,2020-07-01 19:00:00,2020,7,1,Wednesday,summer,2020-07-01,20,Firm_CC,Gas_CC,3100.1000000000004,95827.728781344,89613.75494204402,6213.973839299986
high,20,2020-07-01 19:00:00,2020,7,1,Wednesday,summer,2020-07-01,20,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,20,2020-07-01 19:00:00,2020,7,1,Wednesday,summer,2020-07-01,20,Firm_Coal,Coal,2317.0,71621.18886048,57390.892250619996,14230.296609860003
high,20,2020-07-01 19:00:00,2020,7,1,Wednesday,summer,2020-07-01,20,Firm_Nuclear,Nuclear,400.0,12364.469376,3241.4,9123.069376
high,20,2020-07-01 19:00:00,2020,7,1,Wednesday,summer,2020-07-01,20,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,21,2020-07-01 20:00:00,2020,7,1,Wednesday,summer,2020-07-01,21,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,21,2020-07-01 20:00:00,2020,7,1,Wednesday,summer,2020-07-01,21,Firm_CC,Gas_CC,2848.3,88044.29530915199,81830.321469852,6213.973839299986
high,21,2020-07-01 20:00:00,2020,7,1,Wednesday,summer,2020-07-01,21,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,21,2020-07-01 20:00:00,2020,7,1,Wednesday,summer,2020-07-01,21,Firm_Coal,Coal,2317.0,71621.18886048,57390.892250619996,14230.296609860003
high,21,2020-07-01 20:00:00,2020,7,1,Wednesday,summer,2020-07-01,21,Firm_Nuclear,Nuclear,400.0,12364.469376,3241.4,9123.069376
high,21,2020-07-01 20:00:00,2020,7,1,Wednesday,summer,2020-07-01,21,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,22,2020-07-01 21:00:00,2020,7,1,Wednesday,summer,2020-07-01,22,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,22,2020-07-01 21:00:00,2020,7,1,Wednesday,summer,2020-07-01,22,Firm_CC,Gas_CC,2369.3,72058.964467104,67106.27690120401,4952.687565899991
high,22,2020-07-01 21:00:00,2020,7,1,Wednesday,summer,2020-07-01,22,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,22,2020-07-01 21:00:00,2020,7,1,Wednesday,summer,2020-07-01,22,Firm_Coal,Coal,2317.0,70468.33270176,57390.892250619996,13077.440451139999
high,22,2020-07-01 21:00:00,2020,7,1,Wednesday,summer,2020-07-01,22,Firm_Nuclear,Nuclear,400.0,12165.443712,3241.4,8924.043712
high,22,2020-07-01 21:00:00,2020,7,1,Wednesday,summer,2020-07-01,22,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,23,2020-07-01 22:00:00,2020,7,1,Wednesday,summer,2020-07-01,23,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,23,2020-07-01 22:00:00,2020,7,1,Wednesday,summer,2020-07-01,23,Firm_CC,Gas_CC,1887.6999999999998,54161.078236914,52876.332590813996,1284.745646100002
high,23,2020-07-01 22:00:00,2020,7,1,Wednesday,summer,2020-07-01,23,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,23,2020-07-01 22:00:00,2020,7,1,Wednesday,summer,2020-07-01,23,Firm_Coal,Coal,2317.0,66478.36958994,57390.892250619996,9087.477339320012
high,23,2020-07-01 22:00:00,2020,7,1,Wednesday,summer,2020-07-01,23,Firm_Nuclear,Nuclear,400.0,11476.628328,3241.4,8235.228328000001
high,23,2020-07-01 22:00:00,2020,7,1,Wednesday,summer,2020-07-01,23,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,24,2020-07-01 23:00:00,2020,7,1,Wednesday,summer,2020-07-01,24,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,24,2020-07-01 23:00:00,2020,7,1,Wednesday,summer,2020-07-01,24,Firm_CC,Gas_CC,1506.1999999999998,43215.243969084,41930.498322984,1284.745646100002
high,24,2020-07-01 23:00:00,2020,7,1,Wednesday,summer,2020-07-01,24,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,24,2020-07-01 23:00:00,2020,7,1,Wednesday,summer,2020-07-01,24,Firm_Coal,Coal,2317.0,66478.36958994,57390.892250619996,9087.477339320012
high,24,2020-07-01 23:00:00,2020,7,1,Wednesday,summer,2020-07-01,24,Firm_Nuclear,Nuclear,400.0,11476.628328,3241.4,8235.228328000001
high,24,2020-07-01 23:00:00,2020,7,1,Wednesday,summer,2020-07-01,24,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,25,2020-07-02 00:00:00,2020,7,2,Thursday,summer,2020-07-02,1,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,25,2020-07-02 00:00:00,2020,7,2,Thursday,summer,2020-07-02,1,Firm_CC,Gas_CC,1244.3000000000002,35101.14995842201,34500.86600992201,600.2839484999986
high,25,2020-07-02 00:00:00,2020,7,2,Thursday,summer,2020-07-02,1,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,25,2020-07-02 00:00:00,2020,7,2,Thursday,summer,2020-07-02,1,Firm_Coal,Coal,2317.0,65361.54018618,57390.892250619996,7970.647935560004
high,25,2020-07-02 00:00:00,2020,7,2,Thursday,summer,2020-07-02,1,Firm_Nuclear,Nuclear,400.0,11283.822216,3241.4,8042.422216000001
high,25,2020-07-02 00:00:00,2020,7,2,Thursday,summer,2020-07-02,1,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,26,2020-07-02 01:00:00,2020,7,2,Thursday,summer,2020-07-02,2,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,26,2020-07-02 01:00:00,2020,7,2,Thursday,summer,2020-07-02,2,Firm_CC,Gas_CC,1051.6999999999998,29545.343883197995,29069.256613697995,476.0872694999998
high,26,2020-07-02 01:00:00,2020,7,2,Thursday,summer,2020-07-02,2,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,26,2020-07-02 01:00:00,2020,7,2,Thursday,summer,2020-07-02,2,Firm_Coal,Coal,2317.0,65091.33952398001,57390.892250619996,7700.447273360009
high,26,2020-07-02 01:00:00,2020,7,2,Thursday,summer,2020-07-02,2,Firm_Nuclear,Nuclear,400.0,11237.175576000001,3241.4,7995.775576000002
high,26,2020-07-02 01:00:00,2020,7,2,Thursday,summer,2020-07-02,2,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,27,2020-07-02 02:00:00,2020,7,2,Thursday,summer,2020-07-02,3,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,27,2020-07-02 02:00:00,2020,7,2,Thursday,summer,2020-07-02,3,Firm_CC,Gas_CC,930.1999999999998,26132.051801987996,25655.964532487997,476.0872694999998
high,27,2020-07-02 02:00:00,2020,7,2,Thursday,summer,2020-07-02,3,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,27,2020-07-02 02:00:00,2020,7,2,Thursday,summer,2020-07-02,3,Firm_Coal,Coal,2317.0,65091.33952398001,57390.892250619996,7700.447273360009
high,27,2020-07-02 02:00:00,2020,7,2,Thursday,summer,2020-07-02,3,Firm_Nuclear,Nuclear,400.0,11237.175576000001,3241.4,7995.775576000002
high,27,2020-07-02 02:00:00,2020,7,2,Thursday,summer,2020-07-02,3,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,28,2020-07-02 03:00:00,2020,7,2,Thursday,summer,2020-07-02,4,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,28,2020-07-02 03:00:00,2020,7,2,Thursday,summer,2020-07-02,4,Firm_CC,Gas_CC,917.5,25775.271477450002,25299.184207950002,476.0872694999998
high,28,2020-07-02 03:00:00,2020,7,2,Thursday,summer,2020-07-02,4,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,28,2020-07-02 03:00:00,2020,7,2,Thursday,summer,2020-07-02,4,Firm_Coal,Coal,2317.0,65091.33952398001,57390.892250619996,7700.447273360009
high,28,2020-07-02 03:00:00,2020,7,2,Thursday,summer,2020-07-02,4,Firm_Nuclear,Nuclear,400.0,11237.175576000001,3241.4,7995.775576000002
high,28,2020-07-02 03:00:00,2020,7,2,Thursday,summer,2020-07-02,4,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,29,2020-07-02 04:00:00,2020,7,2,Thursday,summer,2020-07-02,5,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,29,2020-07-02 04:00:00,2020,7,2,Thursday,summer,2020-07-02,5,Firm_CC,Gas_CC,947.0999999999999,26606.822470074,26130.735200574,476.0872694999998
high,29,2020-07-02 04:00:00,2020,7,2,Thursday,summer,2020-07-02,5,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,29,2020-07-02 04:00:00,2020,7,2,Thursday,summer,2020-07-02,5,Firm_Coal,Coal,2317.0,65091.33952398001,57390.892250619996,7700.447273360009
high,29,2020-07-02 04:00:00,2020,7,2,Thursday,summer,2020-07-02,5,Firm_Nuclear,Nuclear,400.0,11237.175576000001,3241.4,7995.775576000002
high,29,2020-07-02 04:00:00,2020,7,2,Thursday,summer,2020-07-02,5,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,30,2020-07-02 05:00:00,2020,7,2,Thursday,summer,2020-07-02,6,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,30,2020-07-02 05:00:00,2020,7,2,Thursday,summer,2020-07-02,6,Firm_CC,Gas_CC,1119.1,31569.313604813997,30969.029656314,600.2839484999986
high,30,2020-07-02 05:00:00,2020,7,2,Thursday,summer,2020-07-02,6,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,30,2020-07-02 05:00:00,2020,7,2,Thursday,summer,2020-07-02,6,Firm_Coal,Coal,2317.0,65361.54018618,57390.892250619996,7970.647935560004
