stress_case,round,datetime,year,month,day,day_of_week,season,date,hour,load_mw,total_generation_mw,market_price,total_production_cost,total_consumer_payment,total_generator_profit,marginal_gen_id,marginal_firm_id,marginal_technology_group,backstop_dispatch_mw,backstop_dispatched,reserve_margin_excluding_backstop,reserve_margin_including_backstop
high,76,2020-07-04 03:00:00,2020,7,4,Saturday,summer,2020-07-04,4,3727.1,3727.1,28.092938940000003,88532.88260441399,104705.19272327401,16172.310118860009,321_CC_1,Firm_CC,Gas_CC,0.0,False,1.1668321214885569,1.3009846797778435
high,77,2020-07-04 04:00:00,2020,7,4,Saturday,summer,2020-07-04,5,3651.3,3651.3,28.092938940000003,86403.43783276199,102575.74795162202,16172.310118860009,321_CC_1,Firm_CC,Gas_CC,0.0,False,1.211814970010681,1.348752499109906
high,78,2020-07-04 05:00:00,2020,7,4,Saturday,summer,2020-07-04,6,3640.1,3640.1,28.092938940000003,86088.79691663399,102261.10703549402,16172.310118860009,321_CC_1,Firm_CC,Gas_CC,0.0,False,1.2186203675723193,1.3559792313397985
high,79,2020-07-04 06:00:00,2020,7,4,Saturday,summer,2020-07-04,7,3940.1,3940.1,28.20955554,94535.11568309399,111148.469783154,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.049694170198726,1.176594502677597
high,80,2020-07-04 07:00:00,2020,7,4,Saturday,summer,2020-07-04,8,4413.3,4413.3,28.691570820000003,108017.05818648601,126624.50949990602,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.8299231867310175,0.9432170937846962
high,81,2020-07-04 08:00:00,2020,7,4,Saturday,summer,2020-07-04,9,4906.5,4906.5,30.41360928,122270.20220328,149224.37393231998,26954.17172903999,213_CC_3,Firm_CC,Gas_CC,0.0,False,0.6459798226841944,0.747885458065831
high,82,2020-07-04 09:00:00,2020,7,4,Saturday,summer,2020-07-04,10,5355.3,5355.3,30.84120348,135985.380239004,165163.896996444,29178.51675744001,313_CC_1,Firm_CC,Gas_CC,0.0,False,0.5080387653352754,0.6014042163837694
high,83,2020-07-04 10:00:00,2020,7,4,Saturday,summer,2020-07-04,11,5733.2,5733.2,30.91117344,147652.599741048,177219.939566208,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.4086374101723296,0.4958487406683876
high,84,2020-07-04 11:00:00,2020,7,4,Saturday,summer,2020-07-04,12,6075.3,6075.3,40.20162924,159744.443607012,244236.958121772,84492.51451476001,315_CT_8,Firm_CT,Gas_CT,0.0,False,0.3293170707619377,0.41161753329053696
high,85,2020-07-04 12:00:00,2020,7,4,Saturday,summer,2020-07-04,13,6311.7,6311.7,44.2559997,170199.66950631,279330.59330649,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.2795284947003185,0.3587464549962769
high,86,2020-07-04 13:00:00,2020,7,4,Saturday,summer,2020-07-04,14,6533.9,6533.9,46.89542208,180302.30978017196,306409.998328512,126107.68854834003,322_CT_6,Firm_CT,Gas_CT,0.0,False,0.23601524357581227,0.3125392185371678
high,87,2020-07-04 14:00:00,2020,7,4,Saturday,summer,2020-07-04,15,6642.8,6642.8,49.4648745,185668.22204862,328585.26832860004,142917.04627998002,123_CT_4,Firm_CT,Gas_CT,0.0,False,0.2157523935689769,0.2910218582525441
high,88,2020-07-04 15:00:00,2020,7,4,Saturday,summer,2020-07-04,16,6621.9,6621.9,49.4648745,184634.40617156995,327551.45245155,142917.04627998002,123_CT_4,Firm_CT,Gas_CT,0.0,False,0.2195895437865265,0.29509657349099205
high,89,2020-07-04 16:00:00,2020,7,4,Saturday,summer,2020-07-04,17,6468.5,6468.5,46.89542208,177235.34917613998,303343.03772448003,126107.68854834003,322_CT_5,Firm_CT,Gas_CT,0.0,False,0.24851201978820447,0.3258096931282368
high,90,2020-07-04 17:00:00,2020,7,4,Saturday,summer,2020-07-04,18,6263.4,6263.4,44.2559997,168062.10472079998,277193.02852098,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.2893955359708784,0.3692243829230131
high,91,2020-07-04 18:00:00,2020,7,4,Saturday,summer,2020-07-04,19,5995.4,5995.4,40.20162924,156532.33343073598,241024.847945496,84492.51451476001,315_CT_7,Firm_CT,Gas_CT,0.0,False,0.3470327250892351,0.43042999633052026
high,92,2020-07-04 19:00:00,2020,7,4,Saturday,summer,2020-07-04,20,5883.6,5883.6,30.91117344,152301.64022642403,181868.98005158402,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.37262900265143784,0.4576109864708682
high,93,2020-07-04 20:00:00,2020,7,4,Saturday,summer,2020-07-04,21,5660.1,5660.1,30.91117344,145392.99296258402,174960.332787744,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.42682991466581854,0.515167576544584
high,94,2020-07-04 21:00:00,2020,7,4,Saturday,summer,2020-07-04,22,5324.7,5324.7,30.84120348,135041.639412516,164220.156169956,29178.51675744001,313_CC_1,Firm_CC,Gas_CC,0.0,False,0.5167051664882529,0.6106071703570155
high,95,2020-07-04 22:00:00,2020,7,4,Saturday,summer,2020-07-04,23,4894.8,4894.8,30.41360928,121914.36297470401,148868.534703744,26954.17172903999,213_CC_3,Firm_CC,Gas_CC,0.0,False,0.6499141946555527,0.7520634142355151
high,96,2020-07-04 23:00:00,2020,7,4,Saturday,summer,2020-07-04,24,4533.2,4533.2,28.691570820000003,111457.177527804,130064.62884122401,18607.451313420013,323_CC_2,Firm_CC,Gas_CC,0.0,False,0.7815229859701756,0.8918203476572841
high,97,2020-07-05 00:00:00,2020,7,5,Sunday,summer,2020-07-05,1,4251.2,4251.2,28.691570820000003,103366.154556564,121973.605869984,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.8996989085434701,1.0173127587504704
high,98,2020-07-05 01:00:00,2020,7,5,Sunday,summer,2020-07-05,2,4034.4,4034.4,28.20955554,97195.27677051601,113808.630870576,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.0017846519928613,1.1257188181637914
high,99,2020-07-05 02:00:00,2020,7,5,Sunday,summer,2020-07-05,3,3843.9,3843.9,28.20955554,91821.356440146,108434.710540206,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.1009911808319677,1.2310674054996227
high,100,2020-07-05 03:00:00,2020,7,5,Sunday,summer,2020-07-05,4,3740.5,3740.5,28.092938940000003,88909.32798620999,105081.63810507001,16172.310118860009,321_CC_1,Firm_CC,Gas_CC,0.0,False,1.159069643095843,1.2927416120839461
high,101,2020-07-05 04:00:00,2020,7,5,Sunday,summer,2020-07-05,5,3629.3,3629.3,28.092938940000003,85785.393176082,101957.70329494202,16172.310118860009,321_CC_1,Firm_CC,Gas_CC,0.0,False,1.225222494695947,1.3629901082853442
high,102,2020-07-05 05:00:00,2020,7,5,Sunday,summer,2020-07-05,6,3571.8,3571.8,28.092938940000003,84170.049187032,100342.35930589202,16172.310118860009,321_CC_1,Firm_CC,Gas_CC,0.0,False,1.2610448513354608,1.4010302928495437
high,103,2020-07-05 06:00:00,2020,7,5,Sunday,summer,2020-07-05,7,3815.4,3815.4,28.20955554,91017.384107256,107630.738207316,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.1166850133668818,1.2477328720448706
high,104,2020-07-05 07:00:00,2020,7,5,Sunday,summer,2020-07-05,8,4229.1,4229.1,28.691570820000003,102732.07084144201,121339.52215486202,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.9096261615946655,1.0278546262798232
high,105,2020-07-05 08:00:00,2020,7,5,Sunday,summer,2020-07-05,9,4659.9,4659.9,28.691570820000003,115092.399550698,133699.850864118,18607.451313420013,323_CC_2,Firm_CC,Gas_CC,0.0,False,0.7330844009528104,0.8403828408334943
high,106,2020-07-05 09:00:00,2020,7,5,Sunday,summer,2020-07-05,10,5058.4,5058.4,30.41360928,126890.02945291199,153844.201181952,26954.17172903999,213_CC_3,Firm_CC,Gas_CC,0.0,False,0.5965522694923298,0.6953977542305869
high,107,2020-07-05 10:00:00,2020,7,5,Sunday,summer,2020-07-05,11,5395.2,5395.2,30.84120348,137215.944257856,166394.461015296,29178.51675744001,313_CC_1,Firm_CC,Gas_CC,0.0,False,0.49688612099644125,0.5895610913404508
high,108,2020-07-05 11:00:00,2020,7,5,Sunday,summer,2020-07-05,12,5649.0,5649.0,30.91117344,145049.8789374,174617.21876256,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.42963356346255965,0.5181448043901575
high,109,2020-07-05 12:00:00,2020,7,5,Sunday,summer,2020-07-05,13,5936.4,5936.4,40.20162924,154160.437305576,238652.951820336,84492.51451476001,315_CT_6,Firm_CT,Gas_CT,0.0,False,0.3604204568425309,0.44464658715719985
